Id_Produto,Nome do Produto,Tipo do Produto,Descrição,Preço de Custo,Porcentagem de Lucro,Preço de Venda,Quantidade em Estoque,Imagem do Produto,ID_Barcode,Sequência_Brinco,Sequência_Anel,Sequência_Pulseira,Sequência_Cordao ,Sequência_Conjunto,Sequência_Tornozeleira,Disponibilidade,ID_VENDEDORA
,,,,,,,,,,,,,,,,,
0b884c,PUL255,PULSEIRAS,JL,"52,45","3,8","R$ 199,31",1,Produtos_Images/0b884c.Imagem do Produto.134430.jpg,,,,255,,,,,
69daa3,PUL256,PULSEIRAS,OX,"39,9",4,"R$ 159,60",1,Produtos_Images/69daa3.Imagem do Produto.135231.jpg,,,,256,,,,,
bd254c,PUL257,PULSEIRAS,OX,"39,9",4,"R$ 159,60",1,Produtos_Images/bd254c.Imagem do Produto.135429.jpg,,,,257,,,,,
c86fc2,BR804,BRINCOS,OX,"26,99","3,5","R$ 94,47",1,Produtos_Images/c86fc2.Imagem do Produto.141411.jpg,,804,,,,,,,
16b0b6,BR805,BRINCOS,OX,"26,5",3,"R$ 79,50",1,Produtos_Images/16b0b6.Imagem do Produto.142019.jpg,,805,,,,,,,
0dd09d,BR806,BRINCOS,JL,"45,9",3,"R$ 137,70",0,Produtos_Images/0dd09d.Imagem do Produto.152652.jpg,,806,,,,,,,
102bd6,BR807,BRINCOS,JL,"31,95","3,5","R$ 111,83",1,Produtos_Images/102bd6.Imagem do Produto.153047.jpg,,807,,,,,,,
ac7ac1,BR808,BRINCOS,JL,"29,99",4,"R$ 119,96",1,Produtos_Images/ac7ac1.Imagem do Produto.153552.jpg,,808,,,,,,,
4af754,BR809,BRINCOS,JL,"15,95",5,"R$ 79,75",2,Produtos_Images/4af754.Imagem do Produto.153948.jpg,,809,,,,,,,
233c5b,BR810,BRINCOS,JL,"27,85","3,2","R$ 89,12",1,Produtos_Images/233c5b.Imagem do Produto.154335.jpg,,810,,,,,,,
2cc021,BR811,BRINCOS,JL,"11,95",4,"R$ 47,80",1,Produtos_Images/2cc021.Imagem do Produto.154716.jpg,,811,,,,,,,
eba2d5,BR812,BRINCOS,JL,"27,95",3,"R$ 83,85",1,Produtos_Images/eba2d5.Imagem do Produto.154941.jpg,,812,,,,,,,
db9f23,BR813,BRINCOS,JL,"52,45","3,5","R$ 183,58",1,Produtos_Images/db9f23.Imagem do Produto.155422.jpg,,813,,,,,,,
581228,BR814,BRINCOS,OX,"26,99","2,9","R$ 78,27",1,Produtos_Images/581228.Imagem do Produto.155544.jpg,,814,,,,,,,
4ff9a4,BR815,BRINCOS,OX,"24,99",5,"R$ 124,95",1,Produtos_Images/4ff9a4.Imagem do Produto.160408.jpg,,815,,,,,,,
5f15ab,BR816,BRINCOS,OX,"26,99",3,"R$ 80,97",1,Produtos_Images/5f15ab.Imagem do Produto.162334.jpg,,816,,,,,,,
c54550,CJ091,CONJUNTOS,CA,12,"6,6","R$ 79,20",4,Produtos_Images/c54550.Imagem do Produto.171424.jpg,,,,,,91,,,
7163fe,CJ092,CONJUNTOS,CA,12,"6,5","R$ 78,00",2,Produtos_Images/7163fe.Imagem do Produto.180136.jpg,,,,,,92,,,
807c07,CJ093,CONJUNTOS,CA,12,7,"R$ 84,00",2,Produtos_Images/807c07.Imagem do Produto.183018.jpg,,,,,,93,,,
658522,CJ094,CONJUNTOS,CA,12,7,"R$ 84,00",1,Produtos_Images/658522.Imagem do Produto.184800.jpg,,,,,,94,,,
160c81,CJ095,CONJUNTOS,CA,18,5,"R$ 90,00",1,Produtos_Images/160c81.Imagem do Produto.185845.jpg,,,,,,95,,,
3c41ab,CJ096,CONJUNTOS,CA,18,"6,5","R$ 117,00",1,Produtos_Images/3c41ab.Imagem do Produto.190714.jpg,,,,,,96,,,
b4dbfe,CJ097,CONJUNTOS,CA,12,7,"R$ 84,00",2,Produtos_Images/b4dbfe.Imagem do Produto.191135.jpg,,,,,,97,,,
ff1bc3,CJ098,CONJUNTOS,CA,12,"5,5","R$ 66,00",2,Produtos_Images/ff1bc3.Imagem do Produto.191736.jpg,,,,,,98,,,
d9f14e,CJ099,CONJUNTOS,OX,"39,99",4,"R$ 159,96",1,Produtos_Images/d9f14e.Imagem do Produto.192430.jpg,,,,,,99,,,
8ec897,CJ100,CONJUNTOS,CA,16,6,"R$ 96,00",1,Produtos_Images/8ec897.Imagem do Produto.194208.jpg,,,,,,100,,,
092ee6,CD362,CORDÕES,JL,120,3,"R$ 360,00",0,Produtos_Images/092ee6.Imagem do Produto.003212.jpg,,,,,362,,,,
f77148,CJ101,CONJUNTOS,OX,"49,9",3,"R$ 149,70",1,Produtos_Images/f77148.Imagem do Produto.225431.jpg,,,,,,101,,,
90c72a,CD363,CORDÕES,OX,"24,99",5,"R$ 124,95",1,Produtos_Images/90c72a.Imagem do Produto.225700.jpg,,,,,363,,,,
c2af77,PUL258,PULSEIRAS,OX,"39,99","4,5","R$ 179,96",1,Produtos_Images/c2af77.Imagem do Produto.230207.jpg,,,,258,,,,,
82c165,PUL259,PULSEIRAS,OX,"39,99","4,5","R$ 179,96",1,Produtos_Images/82c165.Imagem do Produto.230335.jpg,,,,259,,,,,
a27ce5,PUL260,PULSEIRAS,OX,"14,99",5,"R$ 74,95",1,Produtos_Images/a27ce5.Imagem do Produto.230537.jpg,,,,260,,,,,
af4de1,PUL261,PULSEIRAS,OX,"14,99",5,"R$ 74,95",1,Produtos_Images/af4de1.Imagem do Produto.230754.jpg,,,,261,,,,,
df5e95,PUL262,PULSEIRAS,OX,"14,99",5,"R$ 74,95",1,Produtos_Images/df5e95.Imagem do Produto.231250.jpg,,,,262,,,,,
7c01db,BR817,BRINCOS,OX,"34,99",5,"R$ 174,95",1,Produtos_Images/7c01db.Imagem do Produto.232322.jpg,,817,,,,,,,
250aa8,BR818,BRINCOS,OX,"34,99",5,"R$ 174,95",1,Produtos_Images/250aa8.Imagem do Produto.233830.jpg,,818,,,,,,,
4b85cb,BR819,BRINCOS,OX,"14,99",5,"R$ 74,95",1,Produtos_Images/4b85cb.Imagem do Produto.234023.jpg,,819,,,,,,,
b83a0c,BR820,BRINCOS,OX,"34,99","4,5","R$ 157,46",1,Produtos_Images/b83a0c.Imagem do Produto.234413.jpg,,820,,,,,,,
f83ab7,AN273,ANÉIS,JL,85,"3,5","R$ 297,50",1,Produtos_Images/f83ab7.Imagem do Produto.003632.jpg,,,273,,,,,,
900110,CD364,CORDÕES,DM,80,"3,5","R$ 280,00",1,Produtos_Images/900110.Imagem do Produto.160003.jpg,,,,,364,,,,
35674e,CD365,CORDÕES,DM,35,5,"R$ 175,00",1,Produtos_Images/35674e.Imagem do Produto.160705.jpg,,,,,365,,,,
f5d868,CD366,CORDÕES,DM,34,"2,9","R$ 98,60",2,Produtos_Images/f5d868.Imagem do Produto.161746.jpg,,,,,366,,,,
6d12b3,CD367,CORDÕES,DM,34,"4,8","R$ 163,20",1,Produtos_Images/6d12b3.Imagem do Produto.162107.jpg,,,,,367,,,,
0f5f25,CD368,CORDÕES,DM,34,"4,8","R$ 163,20",1,Produtos_Images/0f5f25.Imagem do Produto.162233.jpg,,,,,368,,,,
c42666,CD369,CORDÕES,DM,34,"4,9","R$ 166,60",1,Produtos_Images/c42666.Imagem do Produto.162452.jpg,,,,,369,,,,
855ce7,CD370,CORDÕES,DM,15,4,"R$ 60,00",1,Produtos_Images/855ce7.Imagem do Produto.162650.jpg,,,,,370,,,,
dd037a,CD371,CORDÕES,DM,32,"4,5","R$ 144,00",1,Produtos_Images/dd037a.Imagem do Produto.162937.jpg,,,,,371,,,,
bb95d5,CD372,CORDÕES,DM,24,5,"R$ 120,00",1,Produtos_Images/bb95d5.Imagem do Produto.163056.jpg,,,,,372,,,,
598c4d,CD373,CORDÕES,DM,34,"4,5","R$ 153,00",1,Produtos_Images/598c4d.Imagem do Produto.163605.jpg,,,,,373,,,,
c60c02,CD374,CORDÕES,DM,43,"4,5","R$ 193,50",2,Produtos_Images/c60c02.Imagem do Produto.164044.jpg,,,,,374,,,,
18f86e,CD375,CORDÕES,DM,41,"4,5","R$ 184,50",2,Produtos_Images/18f86e.Imagem do Produto.164459.jpg,,,,,375,,,,
8a5c90,CD376,CORDÕES,DM,41,"4,5","R$ 184,50",1,Produtos_Images/8a5c90.Imagem do Produto.164707.jpg,,,,,376,,,,
,,,,,,,,,,,,,,,,,
6903f5,CD378,CORDÕES,DM,38,4,"R$ 152,00",1,Produtos_Images/6903f5.Imagem do Produto.165553.jpg,,,,,378,,,,
a02502,CD379,CORDÕES,DM,30,4,"R$ 120,00",1,Produtos_Images/a02502.Imagem do Produto.170058.jpg,,,,,379,,,,
bf7345,CD380,CORDÕES,DM,30,4,"R$ 120,00",1,Produtos_Images/bf7345.Imagem do Produto.170204.jpg,,,,,380,,,,
122cd6,CD381,CORDÕES,DM,21,4,"R$ 84,00",1,Produtos_Images/122cd6.Imagem do Produto.170447.jpg,,,,,381,,,,
36c8e5,CD382,CORDÕES,DM,45,3,"R$ 135,00",1,Produtos_Images/36c8e5.Imagem do Produto.170634.jpg,,,,,382,,,,
4a83b9,CD383,CORDÕES,DM,20,4,"R$ 80,00",1,Produtos_Images/4a83b9.Imagem do Produto.170805.jpg,,,,,383,,,,
2aed93,CD384,CORDÕES,DM,32,"4,9","R$ 156,80",2,Produtos_Images/2aed93.Imagem do Produto.171334.jpg,,,,,384,,,,
7c5684,CD385,CORDÕES,DM,48,4,"R$ 192,00",1,Produtos_Images/7c5684.Imagem do Produto.171850.jpg,,,,,385,,,,
c3aa78,CD386,CORDÕES,DM,42,"4,5","R$ 189,00",1,Produtos_Images/c3aa78.Imagem do Produto.172150.jpg,,,,,386,,,,
f5b9d0,CD387,CORDÕES,DM,48,4,"R$ 192,00",1,Produtos_Images/f5b9d0.Imagem do Produto.172843.jpg,,,,,387,,,,
76553,CD388,CORDÕES,DM,45,3,"R$ 135,00",1,Produtos_Images/076553.Imagem do Produto.172918.jpg,,,,,388,,,,
15cf9f,CD389,CORDÕES,DM,23,"3,4","R$ 78,20",1,Produtos_Images/15cf9f.Imagem do Produto.173218.jpg,,,,,389,,,,
cac790,CD390,CORDÕES,DM,29,"4,5","R$ 130,50",1,Produtos_Images/cac790.Imagem do Produto.173414.jpg,,,,,390,,,,
b28393,CD391,CORDÕES,DM,35,4,"R$ 140,00",2,Produtos_Images/b28393.Imagem do Produto.173727.jpg,,,,,391,,,,
a86e00,BR821,BRINCOS,DM,39,"3,5","R$ 136,50",2,Produtos_Images/a86e00.Imagem do Produto.174134.jpg,,821,,,,,,,
8d31ee,BR822,BRINCOS,DM,25,3,"R$ 75,00",1,Produtos_Images/8d31ee.Imagem do Produto.174210.jpg,,822,,,,,,,
1b5944,BR823,BRINCOS,DM,18,4,"R$ 72,00",2,Produtos_Images/1b5944.Imagem do Produto.174410.jpg,,823,,,,,,,
02ccb7,CD392,CORDÕES,JL,62,"3,2","R$ 198,40",1,Produtos_Images/02ccb7.Imagem do Produto.235110.jpg,,,,,392,,,,
,,,,,,,,,,,,,,,,,
fc27ce,CD394,CORDÕES,JL,46,"3,5","R$ 161,00",1,Produtos_Images/fc27ce.Imagem do Produto.235444.jpg,,,,,394,,,,
a8ae1a,CD395,CORDÕES,JL,54,3,"R$ 162,00",1,Produtos_Images/a8ae1a.Imagem do Produto.235649.jpg,,,,,395,,,,
9b5dfb,CD396,CORDÕES,JL,30,"3,9","R$ 117,00",0,Produtos_Images/9b5dfb.Imagem do Produto.235829.jpg,,,,,396,,,,
650fd4,CD397,CORDÕES,JL,36,4,"R$ 144,00",1,Produtos_Images/650fd4.Imagem do Produto.000101.jpg,,,,,397,,,,
1825f6,CD398,CORDÕES,JL,"49,95",3,"R$ 149,85",1,Produtos_Images/1825f6.Imagem do Produto.000319.jpg,,,,,398,,,,
,,,,,,,,,,,,,,,,,
0b5fe8,CD400,CORDÕES,JL,54,4,"R$ 216,00",1,Produtos_Images/0b5fe8.Imagem do Produto.001055.jpg,,,,,400,,,,
f82cbe,CD401,CORDÕES,JL,"49,95","3,5","R$ 174,83",4,Produtos_Images/f82cbe.Imagem do Produto.001714.jpg,,,,,401,,,,
03eb83,CD402,CORDÕES,JL,52,"3,8","R$ 197,60",1,Produtos_Images/03eb83.Imagem do Produto.002445.jpg,,,,,402,,,,
fc159b,CD403,CORDÕES,JL,58,"3,4","R$ 197,20",2,Produtos_Images/fc159b.Imagem do Produto.002804.jpg,,,,,403,,,,
fc7433,CD404,CORDÕES,JL,58,"3,4","R$ 197,20",1,Produtos_Images/fc7433.Imagem do Produto.003151.jpg,,,,,404,,,,
,,,,,,,,,,,,,,,,,
6acd94,CD406,CORDÕES,JL,52,4,"R$ 208,00",1,Produtos_Images/6acd94.Imagem do Produto.003518.jpg,,,,,406,,,,
cf7b21,CD407,CORDÕES,JK,58,4,"R$ 232,00",1,Produtos_Images/cf7b21.Imagem do Produto.003704.jpg,,,,,407,,,,
f976f4,CD408,CORDÕES,JL,58,"3,2","R$ 185,60",1,Produtos_Images/f976f4.Imagem do Produto.003857.jpg,,,,,408,,,,
f45c23,CD409,CORDÕES,JL,35,5,"R$ 175,00",1,Produtos_Images/f45c23.Imagem do Produto.004204.jpg,,,,,409,,,,
e4d390,CD410,CORDÕES,JL,59,"3,5","R$ 206,50",1,Produtos_Images/e4d390.Imagem do Produto.004643.jpg,,,,,410,,,,
c27847,CD411,CORDÕES,JL,58,"3,3","R$ 191,40",1,Produtos_Images/c27847.Imagem do Produto.004854.jpg,,,,,411,,,,
faad5e,CD412,CORDÕES,JL,58,4,"R$ 232,00",1,Produtos_Images/faad5e.Imagem do Produto.005120.jpg,,,,,412,,,,
0e0c38,PUL263,PULSEIRAS,JL,52,"3,5","R$ 182,00",1,Produtos_Images/0e0c38.Imagem do Produto.010104.jpg,,,,263,,,,,
c061c8,PUL264,PULSEIRAS,JL,32,"3,6","R$ 115,20",1,Produtos_Images/c061c8.Imagem do Produto.010312.jpg,,,,264,,,,,
336f93,PUL265,PULSEIRAS,JL,29,4,"R$ 116,00",1,Produtos_Images/336f93.Imagem do Produto.010509.jpg,,,,265,,,,,
de70c0,PUL266,PULSEIRAS,JL,35,"3,5","R$ 122,50",1,Produtos_Images/de70c0.Imagem do Produto.010703.jpg,,,,266,,,,,
,,,,,,,,,,,,,,,,,
a97184,PUL268,PULSEIRAS,JL,39,"3,9","R$ 152,10",1,Produtos_Images/a97184.Imagem do Produto.011151.jpg,,,,268,,,,,
e1f5f3,PUL269,PULSEIRAS,JL,45,"3,5","R$ 157,50",1,Produtos_Images/e1f5f3.Imagem do Produto.011353.jpg,,,,269,,,,,
8e3f5c,PUL270,PULSEIRAS,JL,35,"3,5","R$ 122,50",1,Produtos_Images/8e3f5c.Imagem do Produto.011512.jpg,,,,270,,,,,
171883,PUL271,PULSEIRAS,JL,52,"4,2","R$ 218,40",1,Produtos_Images/171883.Imagem do Produto.011802.jpg,,,,271,,,,,
141a53,PUL272,PULSEIRAS,JL,106,"3,5","R$ 371,00",1,Produtos_Images/141a53.Imagem do Produto.012006.jpg,,,,272,,,,,
1df7b1,PUL273,PULSEIRAS,JL,15,5,"R$ 75,00",1,Produtos_Images/1df7b1.Imagem do Produto.012320.jpg,,,,273,,,,,
18c64c,PUL274,PULSEIRAS,JL,59,"3,6","R$ 212,40",1,Produtos_Images/18c64c.Imagem do Produto.012650.jpg,,,,274,,,,,
7a4177,PUL275,PULSEIRAS,JL,85,"3,5","R$ 297,50",1,Produtos_Images/7a4177.Imagem do Produto.012750.jpg,,,,275,,,,,
,,,,,,,,,,,,,,,,,
814bad,BR825,BRINCOS,JL,27,4,"R$ 108,00",1,Produtos_Images/814bad.Imagem do Produto.114840.jpg,,825,,,,,,,
4b9ce9,BR826,BRINCOS,JL,32,"3,5","R$ 112,00",1,Produtos_Images/4b9ce9.Imagem do Produto.115258.jpg,,826,,,,,,,
,,,,,,,,,,,,,,,,,
830a6f,BR828,BRINCOS,JL,39,"3,5","R$ 136,50",1,Produtos_Images/830a6f.Imagem do Produto.115829.jpg,,828,,,,,,,
73c00b,BR829,BRINCOS,JL,37,4,"R$ 148,00",1,Produtos_Images/73c00b.Imagem do Produto.120107.jpg,,829,,,,,,,
e33032,BR830,BRINCOS,JL,23,"3,4","R$ 78,20",1,Produtos_Images/e33032.Imagem do Produto.120348.jpg,,830,,,,,,,
3f93d2,BR831,BRINCOS,JL,28,"3,5","R$ 98,00",1,Produtos_Images/3f93d2.Imagem do Produto.120722.jpg,,831,,,,,,,
,,,,,,,,,,,,,,,,,
41339d,BR833,BRINCOS,JL,26,"3,4","R$ 88,40",1,Produtos_Images/41339d.Imagem do Produto.121059.jpg,,833,,,,,,,
e57b7b,BR834,BRINCOS,JL,26,"3,3","R$ 85,80",1,Produtos_Images/e57b7b.Imagem do Produto.121314.jpg,,834,,,,,,,
7c1609,BR835,BRINCOS,JL,25,3,"R$ 75,00",1,Produtos_Images/7c1609.Imagem do Produto.121523.jpg,,835,,,,,,,
03fa51,BR836,BRINCOS,JL,28,3,"R$ 84,00",1,Produtos_Images/03fa51.Imagem do Produto.155033.jpg,,836,,,,,,,
c25273,BR837,BRINCOS,JL,57,"2,9","R$ 165,30",1,Produtos_Images/c25273.Imagem do Produto.155257.jpg,,837,,,,,,,
98f233,BR838,BRINCOS,JL,37,4,"R$ 148,00",1,Produtos_Images/98f233.Imagem do Produto.155619.jpg,,838,,,,,,,
e20d33,CJ102,CONJUNTOS,JL,166,3,"R$ 498,00",1,Produtos_Images/e20d33.Imagem do Produto.160316.jpg,,,,,,102,,,
b29992,AN274,ANÉIS,JL,55,"3,5","R$ 192,50",2,Produtos_Images/b29992.Imagem do Produto.160747.jpg,,,274,,,,,,
98ce2a,AN275,ANÉIS,JL,55,"3,5","R$ 192,50",1,Produtos_Images/98ce2a.Imagem do Produto.160958.jpg,,,275,,,,,,
096a67,AN276,ANÉIS,JL,71,"3,9","R$ 276,90",1,Produtos_Images/096a67.Imagem do Produto.161445.jpg,,,276,,,,,,
5e7c37,AN277,ANÉIS,JL,55,3,"R$ 165,00",1,Produtos_Images/5e7c37.Imagem do Produto.161648.jpg,,,277,,,,,,
29cacd,AN278,ANÉIS,JL,47,"3,1","R$ 145,70",1,Produtos_Images/29cacd.Imagem do Produto.161911.jpg,,,278,,,,,,
,,,,,,,,,,,,,,,,,
a08b7c,AN280,ANÉIS,JL,22,5,"R$ 110,00",1,Produtos_Images/a08b7c.Imagem do Produto.162342.jpg,,,280,,,,,,
7d47ee,AN281,ANÉIS,JL,37,"3,5","R$ 129,50",1,Produtos_Images/7d47ee.Imagem do Produto.162545.jpg,,,281,,,,,,
,,,,,,,,,,,,,,,,,
788bc9,BR839,BRINCOS,JL,54,3,"R$ 162,00",1,Produtos_Images/788bc9.Imagem do Produto.163556.jpg,,839,,,,,,,
8ce50d,CJ103,CONJUNTOS,JL,49,"3,2","R$ 156,80",2,Produtos_Images/8ce50d.Imagem do Produto.164334.jpg,,,,,,103,,,
d7bba5,BR840,BRINCOS,JL,73,3,"R$ 219,00",1,Produtos_Images/d7bba5.Imagem do Produto.003356.jpg,,840,,,,,,,
cd2f54,CJ104,CONJUNTOS,CA,"12,5",7,"R$ 87,50",2,Produtos_Images/cd2f54.Imagem do Produto.190954.jpg,,,,,,104,,,
933417,CJ105,CONJUNTOS,CA,15,6,"R$ 90,00",1,Produtos_Images/933417.Imagem do Produto.191548.jpg,,,,,,105,,,
263f2b,CJ106,CONJUNTOS,15,15,6,"R$ 90,00",1,Produtos_Images/263f2b.Imagem do Produto.192315.jpg,,,,,,106,,,
77f970,CJ107,CONJUNTOS,CA,20,"5,5","R$ 110,00",1,Produtos_Images/77f970.Imagem do Produto.193236.jpg,,,,,,107,,,
1c7a08,CJ108,CONJUNTOS,CA,"19,9",5,"R$ 99,50",2,Produtos_Images/1c7a08.Imagem do Produto.193812.jpg,,,,,,108,,,
ffebdd,CJ109,CONJUNTOS,CA,19,5,"R$ 95,00",1,Produtos_Images/ffebdd.Imagem do Produto.194253.jpg,,,,,,109,,,
a54fd4,CJ110,CONJUNTOS,CA,"12,5",7,"R$ 87,50",2,Produtos_Images/a54fd4.Imagem do Produto.194545.jpg,,,,,,110,,,
fb276f,CJ111,CONJUNTOS,CA,"12,5",7,"R$ 87,50",1,Produtos_Images/fb276f.Imagem do Produto.194949.jpg,,,,,,111,,,
988861,CJ112,CONJUNTOS,CA,"12,5",7,"R$ 87,50",2,Produtos_Images/988861.Imagem do Produto.200002.jpg,,,,,,112,,,
bbca02,CJ113,CONJUNTOS,CA,"12,5",7,"R$ 87,50",1,Produtos_Images/bbca02.Imagem do Produto.200503.jpg,,,,,,113,,,
14a8b0,CJ114,CONJUNTOS,CA,16,7,"R$ 112,00",1,Produtos_Images/14a8b0.Imagem do Produto.200739.jpg,,,,,,114,,,
196e2a,CJ115,CONJUNTOS,CA,"12,5",7,"R$ 87,50",1,Produtos_Images/196e2a.Imagem do Produto.201143.jpg,,,,,,115,,,
028cd1,CJ116,CONJUNTOS,CA,15,7,"R$ 105,00",1,Produtos_Images/028cd1.Imagem do Produto.201549.jpg,,,,,,116,,,
506250,CJ117,CONJUNTOS,CA,15,7,"R$ 105,00",1,Produtos_Images/506250.Imagem do Produto.201845.jpg,,,,,,117,,,
158cd0,CJ118,CONJUNTOS,CA,12,7,"R$ 84,00",2,Produtos_Images/158cd0.Imagem do Produto.202202.jpg,,,,,,118,,,
b2293d,CJ119,CONJUNTOS,CA,"12,5",7,"R$ 87,50",1,Produtos_Images/b2293d.Imagem do Produto.202626.jpg,,,,,,119,,,
2b2aa4,CJ120,CONJUNTOS,CA,12,7,"R$ 84,00",1,Produtos_Images/2b2aa4.Imagem do Produto.202924.jpg,,,,,,120,,,
cab3f1,CJ121,CONJUNTOS,CA,15,7,"R$ 105,00",1,Produtos_Images/cab3f1.Imagem do Produto.203424.jpg,,,,,,121,,,
c65746,CJ122,CONJUNTOS,CA,12,7,"R$ 84,00",1,Produtos_Images/c65746.Imagem do Produto.204050.jpg,,,,,,122,,,
fddf3d,CD413,CORDÕES,CA,16,7,"R$ 112,00",1,Produtos_Images/fddf3d.Imagem do Produto.212316.jpg,,,,,413,,,,
bc203d,CD414,CORDÕES,CA,16,7,"R$ 112,00",1,Produtos_Images/bc203d.Imagem do Produto.212536.jpg,,,,,414,,,,
3c6674,CD415,CORDÕES,CA,15,7,"R$ 105,00",1,Produtos_Images/3c6674.Imagem do Produto.212739.jpg,,,,,415,,,,
f83f34,CD416,CORDÕES,CA,20,6,"R$ 120,00",1,Produtos_Images/f83f34.Imagem do Produto.213136.jpg,,,,,416,,,,
29125d,PUL276,PULSEIRAS,CA,16,7,"R$ 112,00",1,Produtos_Images/29125d.Imagem do Produto.213633.jpg,,,,276,,,,,
7ca17d,BR841,BRINCOS,CA,16,6,"R$ 96,00",1,Produtos_Images/7ca17d.Imagem do Produto.213856.jpg,,841,,,,,,,
095c2e,BR842,BRINCOS,CA,16,6,"R$ 96,00",2,Produtos_Images/095c2e.Imagem do Produto.214103.jpg,,842,,,,,,,
,,,,,,,,,,,,,,,,,
514bb0,BR844,BRINCOS,CA,"6,33",7,"R$ 44,31",2,Produtos_Images/514bb0.Imagem do Produto.215503.jpg,,844,,,,,,,
cd0988,BR845,BRINCOS,CA,6,7,"R$ 42,00",3,Produtos_Images/cd0988.Imagem do Produto.215614.jpg,,845,,,,,,,
581066,BR846,BRINCOS,CA,16,6,"R$ 96,00",1,Produtos_Images/581066.Imagem do Produto.220100.jpg,,846,,,,,,,
dfe487,BR847,BRINCOS,CA,16,6,"R$ 96,00",2,Produtos_Images/dfe487.Imagem do Produto.220236.jpg,,847,,,,,,,
0077a7,BR848,BRINCOS,CA,"9,99",8,"R$ 79,92",2,Produtos_Images/0077a7.Imagem do Produto.222507.jpg,,848,,,,,,,
2d9c8e,PUL277,PULSEIRAS,CA,30,5,"R$ 150,00",1,Produtos_Images/2d9c8e.Imagem do Produto.222638.jpg,,849,,277,,,,,
38bb6d,PUL278,PULSEIRAS,CA,30,5,"R$ 150,00",1,Produtos_Images/38bb6d.Imagem do Produto.223519.jpg,,849,,278,,,,,
5d7508,PUL279,PULSEIRAS,JL,74,4,"R$ 296,00",1,Produtos_Images/5d7508.Imagem do Produto.223911.jpg,,,,279,,,,,
fa579c,BR849,BRINCOS,JL,22,4,"R$ 88,00",1,Produtos_Images/fa579c.Imagem do Produto.224243.jpg,,849,,,,,,,
3ef823,BR850,BRINCOS,JL,21,3,"R$ 63,00",1,Produtos_Images/3ef823.Imagem do Produto.224406.jpg,,850,,,,,,,
8d2d68,BR851,BRINCOS,JL,50,"3,9","R$ 195,00",1,Produtos_Images/8d2d68.Imagem do Produto.224621.jpg,,851,,,,,,,
c5a2ee,BR852,BRINCOS,JL,42,"3,5","R$ 147,00",1,Produtos_Images/c5a2ee.Imagem do Produto.224847.jpg,,852,,,,,,,
,,,,,,,,,,,,,,,,,
05d29c,CD417,CORDÕES,JL,42,"4,5","R$ 189,00",1,Produtos_Images/05d29c.Imagem do Produto.225344.jpg,,853,,,417,,,,
,,,,,,,,,,,,,,,,,
1571f3,CD419,CORDÕES,JL,37,4,"R$ 148,00",1,Produtos_Images/1571f3.Imagem do Produto.225646.jpg,,853,,,419,,,,
1965cc,CD420,CORDÕES,JL,26,5,"R$ 130,00",1,Produtos_Images/1965cc.Imagem do Produto.225829.jpg,,853,,,420,,,,
fa79f1,CD421,CORDÕES,JL OX,117,3,"R$ 351,00",1,Produtos_Images/fa79f1.Imagem do Produto.120112.jpg,,,,,421,,,,
acc32a,CD422,CORDÕES,JL,117,3,"R$ 351,00",0,Produtos_Images/acc32a.Imagem do Produto.120202.jpg,,,,,422,,,,
c8b8e2,CD423,CORDÕES,JL,119,3,"R$ 357,00",1,Produtos_Images/c8b8e2.Imagem do Produto.120440.jpg,,,,,423,,,,
7d9806,CD424,CORDÕES,Jl,53,3,"R$ 159,00",0,Produtos_Images/7d9806.Imagem do Produto.120658.jpg,,,,,424,,,,
32b98a,CD425,CORDÕES,JL,59,3,"R$ 177,00",0,Produtos_Images/32b98a.Imagem do Produto.120827.jpg,,,,,425,,,,
873388,BR853,BRINCOS,EV,"11,25",4,"R$ 45,00",1,Produtos_Images/873388.Imagem do Produto.121346.jpg,,853,,,,,,,
08143f,BR854,BRINCOS,EV,"13,75",3,"R$ 41,25",0,Produtos_Images/08143f.Imagem do Produto.121446.jpg,,854,,,,,,,
5912aa,BR855,BRINCOS,EV,"16,22",4,"R$ 64,88",1,Produtos_Images/5912aa.Imagem do Produto.121703.jpg,,855,,,,,,,
a76cbd,CD426,CORDÕES,DM,29,5,"R$ 145,00",2,Produtos_Images/a76cbd.Imagem do Produto.235935.jpg,,,,,426,,,,
2ebff6,CD427,CORDÕES,DM,42,4,"R$ 168,00",1,Produtos_Images/2ebff6.Imagem do Produto.000415.jpg,,,,,427,,,,
73998f,CD428,CORDÕES,DM,29,5,"R$ 145,00",1,Produtos_Images/73998f.Imagem do Produto.000803.jpg,,,,,428,,,,
198424,CD429,CORDÕES,DM,38,4,"R$ 152,00",2,Produtos_Images/198424.Imagem do Produto.001112.jpg,,,,,429,,,,
eb9e00,CD430,CORDÕES,DM,32,4,"R$ 128,00",1,Produtos_Images/eb9e00.Imagem do Produto.001504.jpg,,,,,430,,,,
b41d23,CD431,CORDÕES,DM,42,"4,7","R$ 197,40",1,Produtos_Images/b41d23.Imagem do Produto.002650.jpg,,,,,431,,,,
599f30,CD432,CORDÕES,DM,38,"4,4","R$ 167,20",0,Produtos_Images/599f30.Imagem do Produto.002939.jpg,,,,,432,,,,
49d1fc,CD433,CORDÕES,DM,38,"4,4","R$ 167,20",1,Produtos_Images/49d1fc.Imagem do Produto.003025.jpg,,,,,433,,,,
,,,,,,,,,,,,,,,,,
